engine_rpm,fuel_flow_rate,intake_air_temp,coolant_temp,manifold_pressure,ambient_temp,engine_load,power_output,exhaust_temp,fuel_efficiency,failure_risk
2248.3570765056165,43.24821725025618,25.68253197517533,78.85918641766912,99.33949472560879,20.250536886589448,43.82154120592515,40.32779884934417,57.73428420229667,3.5779507415984853,0
1930.8678494144076,48.55481329284482,29.84398255530458,83.6906916626221,89.92699479248807,22.86150375862443,61.98921964594063,51.3412780848675,57.027533522790755,5.557983481406759,0
2323.844269050346,42.075800790000386,30.09008436022223,80.57939816425755,96.55250085092676,20.818332572684,49.479281596639325,48.724675767468796,56.795879446643156,4.072213923115152,0
2761.514928204013,46.9203847036096,32.36315172921703,84.52004181258862,114.29463455035399,25.772926328622837,11.561133416834615,10.892007876751997,63.63487679735602,3.046408121733745,0
1882.923312638332,31.063853330462145,23.165708183595868,87.85849689288811,125.55713310061029,33.380249720233394,99.45979600723041,52.89977991277884,68.15366630299467,9.266276407841174,0
1882.9315215254096,52.13293707372939,32.962836369236655,98.37154486331384,111.40974661727147,19.602704900011567,58.91862139575138,54.23474645102755,74.34725076836318,7.107695501236076,0
2789.6064077536957,50.012054753622245,16.478041841986126,86.78840961294297,102.0344641694354,32.0057434843789,52.626767993614855,85.84825156883261,54.79718787148516,3.6352297904926085,0
2383.717364576454,41.82911368931809,26.850577238180946,74.14374293230408,129.96023540608854,19.528295493571786,95.91556343536486,96.31686575821202,58.46834054320378,4.197507815055795,0
1765.262807032524,56.59245668432405,27.558630787742278,101.4006784649516,93.74327053896955,19.06660951252181,24.02743308283694,25.813079131319192,69.92893519967707,5.1936474211689765,0
2271.2800217929826,59.37570137626558,33.166634130356194,81.6290986638496,120.61838676733814,30.730162328402493,27.03138422907234,30.342398338884827,66.69615287638645,4.646609482209098,0
1768.291153593769,33.924401356310256,30.113154263384345,89.41279572895371,94.23874403297442,31.453554646053316,82.7213274156505,40.40428609811781,78.327991234369,8.95596744990376,0
1767.1351232148716,42.37275221433786,22.972184730718567,94.46536506940711,108.62045916021786,30.95986955733858,33.474797202250784,20.97012220431744,64.07396107921394,9.420607842524984,0
2120.981135783017,42.30857650212702,25.075034370914924,91.99610418402783,97.72874870419098,15.789418142473012,81.93043956623742,80.71182535613364,69.23570205741451,4.856581284116223,0
1043.359877671101,40.600968988911355,30.993400047737033,100.94179547521476,98.88295634694379,21.738343153495645,34.43801346176523,16.259809554286033,69.23547064403502,12.055423421020919,0
1137.5410837434836,58.294748419317486,29.60466329067722,94.7900314339276,92.4522696507558,30.76092014402325,12.986886720250133,11.604926959275979,68.15456534067096,9.088954960701832,0
1718.8562353795137,48.06173861227197,27.104379451821266,81.38690420302892,126.89708062361389,25.29079288394726,56.53132514980444,50.39404707388713,59.82170573690637,7.538605896892944,0
1493.5844398327881,47.35485158689389,27.595831052440104,111.78562173991662,85.3414792378293,17.484150076617752,27.701779071417523,16.63629745716807,77.14128716470412,5.119211149330011,1
2157.123666297637,29.961376355932465,33.48083998579644,91.94333463338234,85.19535494902583,28.208225573878092,78.20616636392239,57.484781382731825,80.8734052182231,7.732940530756768,0
1545.9879622393946,56.35418030209226,27.411537135653926,88.52659773378494,142.41987131690217,19.996349187059707,67.70796699089334,55.82509579390014,62.54760812114062,7.223541005911922,0
1293.8481493323543,37.60741605146528,29.559543779854632,99.63925423055571,119.55695129308663,37.561673938745486,93.12424011801261,52.34382057104388,74.54162774419962,13.16638512475803,0
2732.824384460777,50.599326302663286,40.849682940402715,92.49450945930072,60.0,35.81389023692781,80.46895215391623,113.48323167655164,62.18614450512436,4.319672011646937,0
1887.1118497567322,52.773769379581914,22.881586815580384,93.99228192939327,88.69482521579192,29.228681984488972,26.269835935665416,17.216905295740204,67.70798670071618,4.652720795805118,0
2033.764102343962,63.60658595838651,20.740786342126707,114.92183998600687,63.760213248758916,34.52704693338842,82.01424129983167,102.35422400489004,82.95969149021604,2.8559556249891216,1
1287.6259068932716,36.91179600880888,33.91794832399303,87.24878571744954,80.9861861316949,25.45353945086367,67.75633403326209,23.278934021396488,63.27846404717168,12.73872829093867,0
1727.8086377374086,20.0,26.606784693529484,86.82239105982605,60.0,30.35806246062511,70.20564775845625,30.07679558697317,50.185037808105356,15.19793644362652,0
2055.461294854933,51.83849544753695,28.4088123612869,91.16578512012464,97.26020844612115,35.34404206711453,84.90365973731339,90.34288822861888,65.86973717245291,3.844476611828175,0
1424.5032112888484,68.00511181510853,26.09421810934443,100.71515935581039,77.16116361677376,26.718490772560187,61.644166227004625,48.575149271683614,70.95270210915163,4.958213829230884,0
2187.849009172836,62.38946352939438,28.700999296162436,74.93465969809601,101.19810513592877,23.213689799400015,51.94031629177116,72.77660440937423,60.0615707910441,3.973224352365874,0
1699.6806550405975,52.096594152746256,37.992690560481705,70.34444108523495,67.4975748223495,13.06764629276019,67.29769318228551,56.904652870976136,67.45825605240083,6.19048875443381,0
1854.1531251033616,45.08363814367953,34.0106422930906,84.12884729379853,101.6582370634408,24.41806531994954,36.81616860625232,23.356330809376388,62.18129704051382,5.081817190248361,0
1699.1466938853016,58.071225966373106,34.311117559434884,73.66077040940712,91.70167443759345,30.76396229193618,26.433741797838938,34.47240707877022,53.63946865111682,4.4531272660715295,0
2926.139092254469,40.26453800295531,22.918864721036773,85.75168652474362,130.03905930377192,31.619433992973406,65.49290542641218,77.69993386623435,54.78396879640366,2.590840107830604,0
1993.2513876310331,54.76357769356219,24.244231317235652,95.0249969612929,128.2271372349125,28.530555460028868,31.046353217692992,32.42228997892809,67.703083788828,5.620296322904818,0
1471.1445355220499,55.054701591666266,15.804606702572865,81.09251136447736,115.70691206020567,21.210906335264323,17.192359841194605,11.927556893936957,57.37412079380807,5.83172222687402,0
2411.2724560515944,60.6020990749888,25.95309589458623,75.73173423218657,93.46772438677574,11.162249017366866,10.049876612672852,7.119303664547401,53.092001925333506,3.887975325749601,0
1389.5781750144888,77.59660038911078,34.78351593192829,90.69337161715347,139.70760790520586,21.533494313966855,64.74874612600604,63.293589668635114,72.22284307169234,6.059335664874738,0
2104.431797502378,53.92415967178767,32.58473257874186,98.6254348461517,68.93929444320358,22.86958590262234,42.593390513221316,54.759442627233945,74.53607432328363,4.625943880239636,0
1020.1649380601123,44.910363742925014,28.892433685239382,73.05026561483388,71.92882740872675,22.8094972296699,77.70798736061104,33.2332603910746,55.603291291220536,10.800252640905471,0
1335.9069755507849,49.74425687808006,29.888498581409735,98.20232398305984,98.32433800221871,29.32989449884547,43.76587584817922,29.194382236862264,66.36472021867918,7.717956979578822,0
2098.4306179345617,32.30924095110882,26.55557228712297,98.17306203738326,145.0807621784224,38.89973487710388,53.740310341440406,26.21357965045495,67.11674455985553,7.437966191951248,0
2369.2332899977055,43.05286868910942,31.02379441200892,99.54085102156628,95.95322186259826,25.86470441288765,46.63764755338464,40.98100820081368,59.98525188933061,6.148015723212053,0
2085.6841405949854,45.90717561886896,33.82939139740307,102.18480214871687,96.33509513581436,23.48287747590477,68.55173119984116,68.68588378791048,76.02157316918151,5.532886756207329,0
1942.1758588058797,44.759116020654076,21.920566062947636,112.02013924659616,71.16179287776382,23.18544730897135,42.052524581347136,38.44484978897434,76.11201641687391,5.20734830014317,1
1849.4481522053557,51.52354872033722,31.49823843918674,86.43907951380945,118.91859170540756,25.870693368354,96.7390884948078,100.94968109259723,65.40513803940779,6.294982069812828,0
1260.7390048162863,41.775800676177994,34.662174354773335,91.09571580077858,119.06352508658708,19.201943677561207,94.2532287938677,56.356431652743645,71.04389430019927,10.723846085525416,0
1640.0778958026458,61.210306673244716,27.924498555183153,85.83561566751975,115.7815040279982,25.841389911222386,86.32251123915532,85.50533014368273,64.60027625474622,3.642261421342884,0
